"MV, CC", 2018, 1/22/2018, ALLS, , 14, , N, A28, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLS, , 18, , Y, 30A, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLS, , 18, , Y, 31A, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLS, M, A, , Y, PBA17, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLS, , 14, , Y, 32A, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 25, , N, X51, R, , , , , , , , , , , , , , , , , , , , , MARK UPSIDEDOWN, , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, M, A, , N, PBA10, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, M, A, , Y, BA18, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 18, , N, 35X, R, , , , , , , , , , , , , , , , , , , , , MARK UPSIDEDOWN, , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 21, , Y, 5PX, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 15, , Y, 60X, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 21, , Y, 61X, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 21, , Y, 62X, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 15, , Y, 63X, L, , , , , , , , , , , , , , , , , , , , , TOP OF 3 AND 6 MISSING, , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 10, , Y, 64X, L, , , , , , , , , , , , , , , , , , , , , MISSING OR LIGHT 6, , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 10, , Y, 65X, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 21, , N, 5PX, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 1/22/2018, ALLN, , 21, , Y, 66X, R, , , , , , , , , , , , , , , , , , , , , 66X MARK CLOSE TO STOMACH, , Location unkown
"CC", 2018, 1/24/2018, LT, F, A, , N, , , , , , N, WP815, L-ol-, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 1/24/2018, LT, M, SA2, , Y, PBX16, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 1/24/2018, LT, M, A, , Y, PBX15, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 1/24/2018, LT, F, A, , N, WP556, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 1/26/2018, LT, F, , , , , , , , , N, _X744, R, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 1/26/2018, LT, , , , N, 21H, B, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 1/26/2018, LT, , W, , N, 51X, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 1/26/2018, ALLS, , , , N, 55_, L, , , , , , , , , , , , , , , , , , , , , close to weaning, , Location unkown
"CC, EW", 2018, 1/26/2018, ALLS, , , , N, X28, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, F, A, 1, N, , , , , , N, WH 081, L-ol-, , , , , , , , , , , , , , , 1 is unsure, , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, M, A, , N, PBA14, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, M, A, , N, PBA4, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, M, A, , N, PBA10, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, M, A, , Y, PBX17, B, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, M, A, , Y, PBX18, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, , 17, , Y, 60X, B, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLS, M, SA4, , N, PBA16, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLN, , 25, , N, 20A, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLN, M, A, , N, PBH3 , R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLN, M, A, , N, PBA5, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC, EW", 2018, 1/29/2018, ALLN, , 18, , N, 58X, L, , , , , , , , , , , , , , , , , , , , , mom has two pups, , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , W, , N, 23A, R, , , , Y, WN604, L-il-Si, , , , 0, 2018, , , , , , , , , , , , Location unkown
