Field Leader Initials,Year,Date,Loc.,Sex,Age,Pup?,New Mark 1?,Mark 1,Mark 1 Position ,New Mark 2?,Mark 2,Mark 2 Position,New Tag1?,Tag1 #,Tag 1 Pos. ,New Tag2?,Tag2 #,Tag 2 Pos. ,Molt (%),Season,St. Length,Crv. Length,Ax. Girth,Mass,Tare,Mass-Tare,Last seen as P,1st seen as W,Range (days),Comments,Entered in Ano 
CC,2019,2/15/2019,ALLs,,W,,N,X68,L,,,,,,,,,,,,,,,,,,02/08/2019,2/15/2019,7,,
CC,2019,2/15/2019,ALLs,,30,,Y,X94,R,,,,,,,,,,,,,,,,,,,,,4 is smudged ,
CC,2019,2/15/2019,ALLs,,30,,Y,X95,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,27,,Y,X96,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,X97,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,X98,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,X99,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,25,,Y,X100,R,,,,,,,,,,,,,,,,,,,,,last half of zero not on ,
CC,2019,2/15/2019,ALLs,,30,,Y,X101,L,,,,,,,,,,,,,,,,,,,,,looks like X10,
CC,2019,2/15/2019,ALLs,,30,,Y,X102,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,N,X34,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,W,,N,H22,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,X103,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/14/2019,ALLs,,W,,N,X44,R,,,,,,,,,,,,,,,,,,02/04/2019,2/14/2019,10,,
CC,2019,2/15/2019,ALLs,M,W,,N,X66,,,,,Y,WN100,L3-So,Y,WN101,R4-So,20,2019,146,156,152,127.4,4.4,123,02/09/2019,2/14/2019,5,3 takes,
CC,2019,2/15/2019,ALLs,F,W,,N,X44,R,,,,Y,WN102,L2-So,Y,WN103,R3-So,0,2019,133,139,112,108.2,4.4,103.8,02/04/2019,2/14/2019,10,,
CC,2019,2/15/2019,ALLs,F,W,,N,H27,R,,,,Y,WN104,R2-Si,Y,WN105,L2-So,30,2019,136,139,112,95.6,4.4,91.2,02/08/2019,2/14/2019,6,,
CC,2019,2/15/2019,ALLs,M,W,,N,H16,L,,,,Y,WN106,L3-So,Y,WN107,R4-So,5,2019,152,161,142,137.8,2.8,135,1/31/2019,02/09/2019,9,,
CC,2019,2/16/2019,LTC,M,W,,N,M10,L,,,,,,,,,,0,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,W,,N,X26,R,,,,,,,,,,30,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,W,,N,H8,R,,,,,,,,,,5,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,W,,N,H7,R,,,,,,,,,,45,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,28,,Y,X103,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,M,A,,N,PBX22,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,W,,N,X39,R,,,,,,,,,,0,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,W,,N,X62,L,,,,,,,,,,10,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,W,,N,X22,R,,,,,,,,,,5,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,28,,Y,401X,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,28,,Y,X105,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/16/2019,LTC,,25,,Y,X106,R,,,,,,,,,,,,,,,,,,,,,supposed to be X106 but the X didn't get on,
EW,2019,2/16/2019,LTU,,30,,Y,H70,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,W,,N,X34,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,30,,N,X59,B,N,X42,R,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,M,A,,N,PBX80,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,W,,N,H9,R,,,,,,,,,,75,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,30,,N,X73,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,30,,N,H42,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,30,,Y,H71,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,W,,N,X74,L,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,28,,Y,X72,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,30,,N,H41,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,25,,Y,H73,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,31,,N,X42,R,,,,,,,,,,10,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,27,,Y,H74,L,,,,,,,,,,,,,,,,,,,,,mark is smudged,
EW,2019,2/16/2019,LTU,,W,,N,X61,L,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,W,,N,X60,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,W,,N,X42,L,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/16/2019,LTU,,30,,Y,H75,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,30,,N,H38,R,,,,,,,,,,,,,,,,,,,,,upside down mark,
EW,2019,2/16/2019,LTC,,30,,Y,H76,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,31,,Y,H77,L,,,,,,,,,,,,,,,,,,,,,mark smudged,
EW,2019,2/16/2019,LTC,,W,,N,X46,R,,,,,,,,,,0,,,,,,,,,,,,
"EW, CC, HL",2019,2/16/2019,LTC,M,W,,N,X29,R,,,,Y,WN108,L3-So,Y,WN109,R1,40,2019,141,149,124,105.7,4.8,100.9,02/01/2019,02/02/2019,1,,
"EW, CC, HL",2019,2/16/2019,LTC,F,W,,N,X31,,,,,Y,WN110,R2-So,Y,WN111,L2-So,0,2019,138,148,129,97.8,4.8,93,02/02/2019,02/08/2019,6,,
"EW, CC, HL",2019,2/16/2019,LTC,M,W,,N,X70,R,,,,Y,WN112,L2-So,Y,WN114,R3-So,0,2019,152,159,146,114.2,4.8,109.4,02/09/2019,2/14/2019,5,,
"EW, CC, HL",2019,2/16/2019,LTC,M,W,,N,X41,R,,,,Y,WN115,L2-So,Y,WN116,R1-So,0,2019,142,151,126,124.8,4.8,120,02/09/2019,2/14/2019,5,,
"EW, CC, HL",2019,2/16/2019,LTC,F,W,,N,X49,L,,,,Y,WN117,L2-So,Y,WN118,R2-So,0,2019,145,152,146,126.8,4.8,122,02/09/2019,2/16/2019,7,,
"EW, CC, HL",2019,2/16/2019,LTC,F,W,,N,X71,L,,,,Y,WN119,L2-So,Y,WN120,R3-So,10,2019,135,144,130,101.8,4.8,97,2/13/2019,2/14/2019,1,,
MV,2019,2/17/2019,LTC,,W,,,,,,,,N,WN119,L2-__,N,WN120,R_-__,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X60,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X61,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,M,SA4,,N,PBM19,R,,,,,,,,,,,,,,,,,,,,,Beta,
MV,2019,2/17/2019,LTC,,W,,N,H70,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,H62,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,21,,N,H72,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X_7,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X42,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,24,,N,H76,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,21,,N,H75,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,28,,N,H44,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X75,R,,,,N,WN111,R_-__,N,WN112,L_-__,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X62,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,,,,,,,N,WN115,L2-So,N,WN116,R1-So,,,,,,,,,,,,,
MV,2019,2/17/2019,LTC,,W,,N,X49,L,,,,N,WN117,L2-So,N,WN118,R2-So,,,,,,,,,,,,tag close to bone,
MV,2019,2/17/2019,ALLn,,,,N,PBH10,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,H13,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,H22,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBH13,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBA4,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBH6,L,,,,,,,,,,,,,,,,,,,,,alpha,
MV,2019,2/17/2019,ALLn,,21,,N,X34,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,SA4,,N,PBA8,L,,,,,,,,,,,,,,,,,,,,,Beta,
MV,2019,2/17/2019,ALLn,,,,N,H15,B,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,H51,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,X44,R,,,,,,,,,,,,,,,,,,,,,tags,
MV,2019,2/17/2019,ALLn,,W,,N,A1,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,M21,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBM6,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBH14,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBH11,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,A10,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,24,,N,A13,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,H27,R,,,,N,WN104,R2-__,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,,,,,,,N,WN107,R_-__,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,24,,N,H49,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBX85,R,,,,,,,,,,,,,,,,,,,,,alpha,
MV,2019,2/17/2019,ALLn,,21,,N,H50,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,A,,N,PBX83,R,,,,,,,,,,,,,,,,,,,,,alpha,
MV,2019,2/17/2019,ALLn,,W,,N,X17,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,,W,,N,M27,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/17/2019,ALLn,M,SA4,,N,PBH5,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTC,F,W,,N,X82,R,,,,Y,WN121,R2-So,Y,WN122,L1-So,10,2019,144,154,149,123.8,4.8,119,2/10/2019,2/18/2019,8,,
"CC, MV, EW",2019,2/18/2019,LTC,F,W,,N,H67,R,,,,Y,WN123,L2-So,Y,WN124,R3-So,20,2019,150,160,138,129,4.8,124.2,2/16/2019,2/18/2019,2,,
"CC, MV, EW",2019,2/18/2019,LTC,F,W,,N,X55,L,,,,Y,WN125,L1-So,Y,WN126,R2-So,10,2019,144,153,134,130.8,4.8,126,2/13/2019,2/18/2019,5,,
"CC, MV, EW",2019,2/18/2019,LTC,F,W,,N,K5,R,,,,Y,WN127,L2-So,Y,WN128,R3-So,0,2019,145,152,127,108.6,4.6,104,2/16/2019,2/18/2019,2,,
"CC, MV, EW",2019,2/18/2019,LTC,F,W,,N,X61,L,,,,Y,WN129,R2-So,Y,WN130,L1-So,10,2019,134,146,117,99.6,4.6,95,2/13/2019,2/14/2019,1,,
"CC, MV, EW",2019,2/18/2019,LTC,F,W,,N,X60,R,,,,Y,WN961,R2-So,Y,WN962,L2-So,0,2019,152,156,143,127,4.6,122.4,02/09/2019,2/13/2019,4,,
"CC, MV, EW",2019,2/18/2019,LTC,,W,,N,H8,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTC,,W,,N,X23,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,W,,N,X41,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,30,,N,H41,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,W,,N,X58,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,W,,N,X74,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,29,,N,H42,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,W,,N,H38,B,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,28,,N,H76,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,28,,N,H39,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,27,,N,H73,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,28,,N,H44,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,28,,N,H40,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTU,,27,,N,X42,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTC,,W,,N,X70,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTC,,W,,N,X65,L,,,,,,,,,,10,,,,,,,,,,,,
"CC, MV, EW",2019,2/18/2019,LTC,,W,,N,X105,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/16/2019,ALLs,,W,,N,H13,B,,,,,,,,,,30,,,,,,,,,,,,
EW,2019,2/16/2019,,,W,,N,M27,,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,30,,N,X72,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,25,,N,K5,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,M,SA4,,N,PBM19,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,29,,Y,H67,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,26,,Y,H68,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/16/2019,LTC,,29,,Y,H69,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X24,L,,,,,,,,,,10,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X39,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,H78,R,,,,,,,,,,40,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,H6,R,,,,,,,,,,95,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,28,,N,106,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,30,,N,H45,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,30,,N,H40,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X65,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,28,,N,H68,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X72,,,,,,,,,,,,,,,,,,,,,,Has Tags (Tag # nopt given in data book),
"CC, MV, EM",2019,2/18/2019,LTC,,28,,N,X57,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X34,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,H70,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,,,,,,,N,WN129,R2-__,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,28,,N,H74,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X48,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,28,,N,X73,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X35,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X57,L,,,,,,,,,,5,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,25,,N,H68,L,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X62,R,,,,,,,,,,,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,,,,,,,N,WN108,L_-__,N,WN109,R_-_ _,20,,,,,,,,,,,,
"CC, MV, EM",2019,2/18/2019,LTC,,W,,N,X53,R,,,,,,,,,,2,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,W,,N,H38,R,,,,Y,WN139,R2-So,Y,WN140,L1-So,30,2019,163,170,147,155,4.6,150.4,2/16/2019,2/18/2019,2,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,F,W,,N,X58,L,,,,Y,WN137,R3-So,Y,WN138,L2-So,0,2019,156,161,148,137.4,4.6,132.8,2/13/2019,2/18/2019,5,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,F,W,,N,H76,,,,,Y,WN135,L1-So,Y,WN136,R2-So,0,2019,153,160,148,130.6,4.6,126,2/18/2019,2/21/2019,3,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,W,,N,X35,L,,,,Y,WN134,R2-So,Y,WN133,L2-So,5,2019,162,168,149,154.4,4.6,149.8,02/02/2019,2/18/2019,16,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,F,W,,N,H68,L,,,,Y,WN131,R1-So,Y,WN132,L3-So,0,2019,148,157,131,127.8,4.6,123.2,2/18/2019,2/21/2019,3,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,K5,,,,,N,WN127,L2-So,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X55,,,,,N,WN134,R2-So,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X48,L,,,,,,,,,,20,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X61,L,,,,N,WN130,L1-So,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,A,,N,PBA12,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,28,,N,H71,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X58,R,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,28,,N,H41,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H47,R,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X74,L,,,,,,,,,,30,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,26,,N,X73,R,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,25,,N,H42,R,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,,,,,,,N,WN115,L2-So,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X71,L,,,,N,WN120,L3-So,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H38,R,,,,N,WN140,L1-So,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X60,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,SA4,,N,PBA13,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,26,,N,H78,R,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,28,,N,H72,R,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,30,,N,H37,B,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H77,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,F,W,,N,H8,L,,,,,,,,,,40,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,W,,N,X105,L,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H6,R,,,,,,,,,,80,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,W,,N,H69,R,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X62,R,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X72,L,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H46,L,,,,,,,,,,5,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H44,R,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X56,L,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,28,,N,X59,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X50,R,,,,,,,,,,5,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X57,L,,,,,,,,,,5,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X24,L,,,,,,,,,,25,,,,,,,,,,,Maybe X29,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X39,R,,,,,,,,,,0,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,H345,L,,,,,,,,,,15,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X31,R,,,,,,,,,,60,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,,W,,N,X33,L,,,,,,,,,,20,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTC,M,A,,N,PBX22,L,,,,,,,,,,,,,,,,,,,,,,
"GS, MV, EW, CC",2019,2/21/2019,LTL,M,A,,N,PBX82,R,,,,,,,,,,,,,,,,,,,,,Alpha,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA151,L1-So,Y,BA152,R3-So,,,,,,,,,,,,Alpha,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA160,R3-So,Y,BA159,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA161,L2-So,Y,BA162,R2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA163,R3-So,Y,BA164,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA158,R2-So,Y,BA157,L2-Si,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA171,R3-So,Y,BA172,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA189,L2-So,Y,BA190,R3-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA188,L3-So,Y,BA187,R2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA185,R2-So,Y,BA186,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA179,L2-So,Y,BA180,R2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA178,R4-So,Y,BA177,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA153,R2-So,Y,BA154,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA155,L3-So,Y,BA156,R2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA176,L2-So,Y,BA199,R3-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA173,R2-So,Y,BA174,L3-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA170,R3-So,Y,BA169,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA182,L3-So,Y,BA183,R2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA200,R2-So,Y,BA175,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA198,L2-So,Y,BA168,R3-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA181,L2-So,Y,BA167,R3-So,,,,,,,,,,,,,
