Field Leader Initials,Year,Date,Loc.,Sex,Age,Pup?,New Mark 1?,Mark 1,Mark 1 Position ,New Mark 2?,Mark 2,Mark 2 Position,New Tag1?,Tag1 #,Tag 1 Pos. ,New Tag2?,Tag2 #,Tag 2 Pos. ,Molt (%),Season,St. Length,Crv. Length,Ax. Girth,Mass,Tare,Mass-Tare,Last seen as P,1st seen as W,Range (days),Comments,Entered in Ano 
CC,2019,2/8/2019,LTC,,25,,Y,X55,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,25,,Y,X56,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,30,,Y,X57,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,H9,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,30,,N,X32,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,M,A,,N,PBX80,L,Y,PBX80,R,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,25,,Y,X58,R,,,,,,,,,,,,,,,,,,,,,Upside down ,
CC,2019,2/8/2019,LTC,,27,,Y,X59,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,30,,Y,X60,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,30,,Y,X61,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,H7,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,M8,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,X37,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,M,A,,N,PBX42,R,,,,,,,,,,,,,,,,,,,,,4 and 2 are written backwards,
CC,2019,2/8/2019,LTC,,W,,N,X36,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,H8,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,M6,R,,,,,,,,,,,,,,,,,,,,,hard to read,
CC,2019,2/8/2019,LTC,,W,,N,H6,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,30,,Y,X62,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,30,,Y,X63,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,M,SA4,,Y,PBX21,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,LTC,,W,,N,X31,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,M,SA3,,N,PBH12,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,,30,,Y,X64,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,,30,,Y,X65,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,,W,,N,M22,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,M,A,,N,PBH7_,,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,M,W,,N,M29,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,,W,,N,H18,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLn,M,A,,N,PBM23,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,M,SA3,,N,PBM25,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,W,,N,H22,R,,,,,,,,,,,,,,,,,,02/02/2019,02/08/2019,,,
CC,2019,2/8/2019,ALLs,,W,,N,H19,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,W,,N,M24,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,W,,N,X17,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,30,,Y,X66,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,30,,Y,X67,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,27,,N,H27,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,30,,Y,X68,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,30,,N,H14,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,M,SA4,,N,PBH10,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/8/2019,ALLs,,30,,Y,X69,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,,25,,Y,K3,R,,,,,,,,,,,,,,,,,,,,,K3 upside down,
CC,2019,2/9/2019,ALLn,,W,,N,H25,R,,,,,,,,,,,,,,,,,,02/02/2019,02/09/2019,,hard to read mark; blurry,
CC,2019,2/9/2019,ALLn,M,SA3,,N,PBA10,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,M,A,,N,PBH13 ,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALL,M,A,,N,PBM23,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,,30,,Y,K4,R,N,X8,B,,,,,,,,,,,,,,,,,,"top half of mark (K4) is cut off; mom has white flipper tag, unreadable; also double marked (back is X8)",
CC,2019,2/9/2019,LTC,M,W,,N,M13,,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,30,,Y,X70,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,30,,N,X49,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,30,,N,X62,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,25,,Y,X71,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,28,,N,X41,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,30,,Y,X72,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,W,,N,H9,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,30,,N,X61,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,F,A,1,Y,GC934,L,,,,N,GC934,L4-So,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,25,,N,X58,R,,,,,,,,,,,,,,,,,,,,,upside down mark ,
CC,2019,2/9/2019,LTU,,25,,N,X59,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,30,,Y,X73,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,30,,Y,X74,L,,,,,,,,,,,,,,,,,,,,,X looks like V,
CC,2019,2/9/2019,ALLn,,30,,Y,K1,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,,25,,Y,K2,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,M,A,,N,PBA28,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,,W,,N,H16,L,,,,,,,,,,,,,,,,,,1/31/2019,02/09/2019,,,
CC,2019,2/9/2019,ALLn,M,A,,N,PBX86,R,,,,,,,,,,,,,,,,,,,,,fighting with PBA10,
CC,2019,2/9/2019,ALLn,M,A,,N,PBH13 ,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,M,A,,N,PBA41,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLn,M,,,N,PBH15,_,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLs,,30,,N,X66,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLs,,W,,N,M24,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLs,M,A,,N,PBH7,R,,,,,,,,,,,,,,,,,,,,,backwards 7,
CC,2019,2/9/2019,ALLs,,W,,N,H26,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLs,M,SA4,,N,PBM23,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLs,,W,,N,H23,R,,,,,,,,,,,,,,,,,,02/02/2019,02/09/2019,,,
CC,2019,2/9/2019,ALLs,,W,,N,M21,L,,,,,,,,,,,,,,,,,,1/27/2019,02/09/2019,,,
CC,2019,2/9/2019,ALLs,,W,,N,H16,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,ALLs,M,A,,N,PBH11,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,W,,N,H7,R,N,X2,B,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,W,,N,M8,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,W,,N,H9,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,28,,N,X32,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,,30,,N,X60,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTU,M,A,,N,PBX80,L,Y,PBK1,R,,,,,,,,,,,,,,,,,,new mark sandy; alpha in this location,
CC,2019,2/9/2019,LTC,M,30,,N,X57,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,25,,Y,K5,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/9/2019,LTC,,W,,N,X31,L,,,,,,,,,,,,,,,,,,,,,mark slightly on back,
CC,2019,2/10/2019,ACU,,W,,N,M20,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,30,,Y,X75,R,,,,,,,,,,,,,,,,,,,,,"lower, on belly",
CC,2019,2/10/2019,ACU,,W,,N,H12,R,,,,,,,,,,,,,,,,,,1/31/2019,2/10/2019,,,
CC,2019,2/10/2019,ACU,,W,,N,M11,L,,,,,,,,,,,,,,,,,,1/26/2019,2/10/2019,,,
CC,2019,2/10/2019,ACU,,25,,Y,X76,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,M,SA4,,N,PBH63,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,W,,N,M19,L,,,,,,,,,,,,,,,,,,02/07/2019,2/10/2019,,,
CC,2019,2/10/2019,ACU,,25,,Y,X77,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,25,,Y,X78,R,,,,,,,,,,,,,,,,,,,,,not all the way on,
CC,2019,2/10/2019,ACU,,30,,Y,X79,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,M,A,,N,PBX1,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,25,,Y,X80,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,W,,N,M5,R,,,,,,,,,,,,,,,,,,1/27/2019,2/10/2019,,,
CC,2019,2/10/2019,ACU,,W,,N,M16,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,M,A,,N,PBM3,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,30,,Y,X81,L,,,,,,,,,,,,,,,,,,,,,Looks like X8,
CC,2019,2/10/2019,ACU,M,A,,Y,PBX21,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,ACU,,30,,Y,X82,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTC,M,A,,N,PBM19,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTC,,W,,N,X7,L,,,,,,,,,,,,,,,,,,1/21/2019,2/10/2019,,Hard to read,
CC,2019,2/10/2019,LTC,,W,,N,H8,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTC,,W,,N,X62,R,,,,,,,,,,,,,,,,,,02/09/2019,2/10/2019,,,
CC,2019,2/10/2019,LTC,M,A,,N,PBX22,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTC,,30,,Y,X83,L,,,,,,,,,,,,,,,,,,,,,Upside down,
CC,2019,2/10/2019,LTC,,30,,Y,X82,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTC,,30,,Y,X84,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,,30,,N,X39,R,,,,,,,,,,,,,,,,,,,,,upside down,
CC,2019,2/10/2019,LTL,,25,,Y,X85,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,,25,,N,X51,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,,30,,Y,X86,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,,W,,N,X25,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,,W,,N,X24,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,M,A,,N,PBX82,R,Y,PBX82,L,,,,,,,,,,,,,,,,,,"upside down, backwards 2 on left",
CC,2019,2/10/2019,LTL,,30,,Y,X87,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTL,,30,,Y,X88,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/10/2019,LTU,,W,,N,X59,_,,,,,,,,,,,,,,,,,,02/09/2019,2/13/2019,,,
CC,2019,2/10/2019,LTC,,25,,N,X62,R,,,,,,,,,,,,,,,,,,02/08/2019,2/10/2019,,,
CC,2019,2/10/2019,LTC,,25,,N,X54,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/11/2019,DCC,,W,,N,H7,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/11/2019,DCC,,21,,N,K5,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/11/2019,LTU,M,SA4,,Y,PBA8,L,,,,,,,,,,,,,,,,,,,,,BETA,
MV,2019,2/11/2019,LTU,M,A,,Y,PBA9,L,,,,,,,,,,,,,,,,,,,,,ALPHA,
MV,2019,2/11/2019,LTC,M,A,,Y,PBA12,R,,,,,,,,,,,,,,,,,,,,,ALPHA,
MV,2019,2/11/2019,LTC,,21,,N,X61,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/11/2019,LTC,,24,,N,X32,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/11/2019,LTC,M,A,,Y,PBA13,L,,,,,,,,,,,,,,,,,,,,,BETA,
MV,2019,2/11/2019,LTC,,21,,N,X57,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/11/2019,LTC,,24,,N,X72,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,Y,X89,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,N,X50,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,M,A,,N,PBX22,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X48,L,,,,,,,,,,,,,,,,,,02/08/2019,2/13/2019,,,
CC,2019,2/13/2019,LTC,,30,,N,X55,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,M,A,,Y,PBX23,R,Y,PBX23,L,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,N,X57,_,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,Y,X90,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,N,X71,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,Y,X91,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X34,L,,,,,,,,,,,,,,,,,,02/02/2019,2/13/2019,,,
CC,2019,2/13/2019,LTC,,30,,N,X58,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,N,X61,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,M,A,,N,PBA12,,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X60,,,,,,,,,,,,,,,,,,,02/09/2019,02/13/2019,,,
CC,2019,2/13/2019,LTC,,W,,N,X59,,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,M,W,,N,M8,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X29,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,Y,X92,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,30,,Y,X93,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,M,A,,N,PBA42,R,N,PBX22,L,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X20,R,,,,,,,,,,,,,,,,,,1/25/2019,2/13/2019,,,
CC,2019,2/13/2019,LTC,,30,,N,X89,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X18,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/13/2019,LTC,,W,,N,X41,R,,,,,,,,,,,,,,,,,,02/09/2019,2/13/2019,,,
EW,2019,2/14/2019,ACU,,30,,Y,H29,B,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,,30,,Y,H28,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,,30,,Y,H30,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,,31,,Y,H31,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,,31,,Y,H32,B,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,M,A,,N,PBX1,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,,26,,Y,H33,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ACU,,30,,Y,H34,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,X39,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,M8,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H35,L,,,,,,,,,,,,,,,,,,,,,"Looks like H345, upside down",
EW,2019,2/14/2019,LTC,,W,,N,X70,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,31,,N,X50,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,22,,Y,H36,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,X48,L,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,X11,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,M47,R,,,,,,,,,,10,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H37,B,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,X62,L,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,N,X56,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,29,,Y,H38,B,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,N,X57,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H39,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,W,,N,X71,L,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H40,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,W,,N,X29,R,,,,,,,,,,40,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,W,,N,X34,L,N,X21,R,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,W,,N,X61,L,,,,,,,,,,10,,,,,,,,2/13/2019,2/14/2019,,,
EW,2019,2/14/2019,LTU,,30,,N,X42,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,28,,N,X30,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,M,A,,N,PBX80,R,N,PBA12,R,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,29,,Y,H41,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,25,,Y,H42,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,30,,Y,H43,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,F,A,1,,,,,,,N,GA112,R1-__,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,,30,,N,X74,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTU,F,A,1,,,,,,,N,GC951,L4-__,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H44,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,29,,Y,H45,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H46,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,F,A,,N,WP556,L,,,,N,WP556,L4-__,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H47,B,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,LTC,,30,,Y,H48,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLn,M,A,,N,PBH7,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLn,,30,,Y,H49,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLn,,30,,Y,H50,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,M,SA4,,N,PBH12,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,Y,M23,L,,,,,,,,,,40,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,N,H26,R,,,,,,,,,,50,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,N,H25,L,,,,,,,,,,10,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,30,,N,H14,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,N,X66,R,,,,,,,,,,10,,,,,,,,02/09/2019,2/14/2019,,,
EW,2019,2/14/2019,ALLs,,W,,N,H24,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,N,H27,R,,,,,,,,,,0,,,,,,,,02/08/2019,2/14/2019,,,
EW,2019,2/14/2019,ALLs,,W,,N,H23,R,,,,,,,,,,20,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,N,H22,L,,,,,,,,,,10,,,,,,,,,,,,
EW,2019,2/14/2019,ALLs,,W,,N,H16,L,,,,,,,,,,10,,,,,,,,,,,,
EW,2019,2/14/2019,ALLn,,30,,N,H13,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLn,M,A,,N,PBH11,L,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/14/2019,ALLn,,W,,N,X64,R,,,,,,,,,,0,,,,,,,,02/08/2019,2/14/2019,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A1,R,,,,,,,,,,,,,,,,,,,,,top of A didn't mark,
MV,2019,2/15/2019,ALLn,,28,,Y,A2,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A3,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A4,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A5,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A6,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A7,B,,,,,,,,,,,,,,,,,,,,,"marks on both side, R light",
MV,2019,2/15/2019,ALLn,,14,,Y,A8,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,18,,Y,A9,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,21,,Y,A10,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,28,,Y,A11,L,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,21,,Y,A12,R,,,,,,,,,,,,,,,,,,,,,,
MV,2019,2/15/2019,ALLn,,18,,Y,A13,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H63,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,M,A,,N,PBH7,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,M,A,,N,PBH12,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H64,L,,,,,,,,,,,,,,,,,,,,,4 looks like a 9,
CC,2019,2/15/2019,ALLs,,30,,Y,H65,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,M,SA4,,N,PBA8,,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H66,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H62,B,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,31,,Y,H61,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,31,,Y,H51,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H52,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H53,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H54,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,28,,Y,H55,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,28,,Y,H56,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H57,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H58,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,25,,Y,H59,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,H60,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,W,,N,H22,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,M,A,,N,PBM24,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,X92,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,2/15/2019,ALLs,,30,,Y,X93,L,,,,,,,,,,,,,,,,,,,,,,
